word,count
619.1,1
466-1/2,1
braehead,1
366,4
percent-own,10
gateshead,1
pensionstor,1
lakesid,1
herm,3
392-1/2,1
metrocentr,1
csc,3
welfar,20
641,2
assuarnc,1
superfici,1
impass,12
flown,12
glasgow-bas,2
irk,2
lookout,5
dutch-belgian,1
kite,1
inadequ,10
pye,1
775-1/2,1
denounc,28
collat,3
wastag,2
89.1,1
91.6,1
11.3,7
chest,9
durat,6
265,4
demutalis,1
330,12
allan,11
dresdner,5
bridegwat,1
483,5
giveaway,8
hand-out,3
220,7
half-a-million,1
log-jam,2
missold,1
hitherto,6
unaccept,14
125,20
policy-hold,5
1826,1
170-year-old,1
stirling-bas,1
less-than-expect,1
734,1
10-1/2,4
24.2,3
108,10
848,1
discreet,2
poss,1
frankfurt,7
everbodi,1
mother-of-f,1
doorstep,7
employy,1
eyebrow,7
sub,1
336,2
832.5.,1
5.682,1
hoard,5
cif,7
shook,6
70-90,1
cnnc,2
ci,6
cniec,4
import/export,5
6-1/4,2
"50,000-60,000",1
"2,148",1
oct,8
"2,409",1
chines,428
852,57
6358,1
yuan,91
copper-trad,1
possibili,1
rode,2
"285,000-295,000",1
2009.,1
zinc,10
tonnag,10
n/a,6
beij,382
yangts,1
1=8.3,11
roller-coast,10
"85,000",7
sumitomo,18
wake,28
gorg,5
65-75,3
2843,29
stab,2
/tonn,4
2843-6470,21
protectionist,2
artif,1
fetch,9
"3,100",1
provinc,124
crusher,3
"2,900",2
renminbi,7
342,1
soybean,16
provinci,21
heilongjiang,4
harbin,3
1-8.3,1
"3,320",1
"2,840",1
value-ad,12
crush,42
pork,5
tour,40
coastal,14
whammi,1
"86,494",1
yearli,11
cash-starv,1
slab,4
"1,036/",1
"949,000",1
utilti,2
over-man,1
norton,1
billiton,1
"1,033",1
rigour,1
25.5,5
succumb,7
meaner,2
"222,000",1
deplet,4
7.1,9
"1,038",1
january-may,2
unwrought,3
"164,000",1
wto,18
u.k.-bas,1
under-utilis,1
brave,9
"117,293",1
"1,942/45",2
dearli,6
squar,70
fang,4
dachang,2
wareh,4
remaind,25
yingkou,4
"150,000",16
"2,400",11
pall,5
influenza,16
ai,13
detect,16
inspect,27
skin,9
capq,9
tb,3
tuberculosi,3
fowl,8
445,12
viru,27
poultri,18
bird,18
maryland,8
vet,9
hpai,10
flock,20
aphi,4
avian,15
ostrich,6
pathogen,15
arkansa,10
preval,5
quarantin,18
erad,24
wrack,1
1/lb,1
five-month,9
200-,1
tape,21
"1,900",7
parcel,11
"600,000",14
"2,232",1
supply/demand,1
"45,000",4
controversa,2
107,10
usda,4
tilletia,2
11.59,2
1949.,24
104,5
pentagon,16
traditon,2
abus,31
sino-u.s.,46
tck,9
kuhn,2
weapon,40
smut,9
58.7,3
glickman,2
420,15
weaponri,2
teng-hui,17
renegad,11
piraci,23
retali,26
fungu,10
c,144
unsold,3
conscious,1
swoop,6
310,6
scoop,6
1.60,11
april/may,1
dust,12
soy,5
f,9
weekday,6
cbot,9
235.10,1
5.18,1
dalian,9
joint-ventur,15
rice,12
frighteningli,1
fob,7
acut,5
100-115,1
101,4
rot,1
qinghuangdao,1
communist,198
indonesia,81
paranoia,2
atmospher,14
malaysia,36
112,10
liaon,5
jilin,4
disast,26
newly-establish,4
silo,2
"2,600-2,700",1
cwt,1
337,2
surpass,18
typhoon,2
265-,1
5-1/2,1
zhejiang,4
spc,1
foodstuff,10
hunan,2
bureaux,1
vietnames,6
277,3
325,10
10.16,1
travers,1
thorir,1
mid-august,3
bureaucraci,9
thailand,33
gudmundsson,1
cultiv,6
rice-grow,1
"2,200-2,300",1
313-,1
179,1
guangdong,23
guangxi,9
"3,000",33
multi-lay,1
herald,9
cofco,6
crescent,2
"2,800",2
jiangxi,2
"2,700",5
361,4
ex-factori,3
government-set,2
5.65,5
re-export,5
iou,2
xinhua,60
crackdown,66
54.9,4
semi-offici,2
280,15
"462,459",2
southwest,16
"3,800",2
"4,100",2
310.1,2
8.3,33
sugar,17
bite,18
30-33,2
cane,4
grower,9
"830,000",3
506,3
494-,2
phenomen,5
zheng,5
cold-rol,1
stack,8
steelmak,2
31.8,2
washout,1
awash,6
metallurg,1
2.59,2
6.83,3
18.9,7
galvan,2
430,14
billet,1
867,4
6470,18
tianjin,12
veget,9
843,2
"140,000",5
"18,000",7
tibet,32
"7,200",2
"173,000",1
hurri,15
near-record,2
510,4
rapese,1
"7,000",13
soyoil,2
unnerv,3
fate,26
administ,9
whoever,14
backward,22
unload,7
confound,3
nonferr,2
bloomsburi,1
"115,000",2
bme,1
lc,2
dubiou,5
useless,6
235.30,2
prc,3
236.30,2
equat,8
li,63
bovin,1
long-simm,1
warren,46
multi-million,12
embryo,1
semen,1
veterinarian,2
delicaci,1
trans-ship,5
"920,000",1
strain,49
6.03,1
victorian,2
5.45,1
victoria,10
malt,5
210,8
"300,000.",2
frost,2
abb,3
august-juli,1
disease-resist,1
two-row,1
"959,138",1
13.71,1
"37,267",1
barley,1
5.5,52
adelaid,13
cwb,1
loop,6
194-195,1
15.46,2
drought,6
240,14
arabl,4
million-tonn,1
holi,7
environmentalist,2
patch,6
465,6
boom-bust,2
pepper,2
oilse,1
high-suppli,1
analyt,3
2030.,1
famine-and-feast,1
scare-mong,1
grail,4
louder,2
self-suffici,3
lester,2
short-suppli,1
7.4,13
consciou,1
procur,11
agribusi,6
panic,15
369,2
485,2
"82,655",1
"2,470.50",1
"2,220",1
anhui,6
tongl,1
uninterest,1
"3,000-tonn",1
expiri,2
smelt,5
smug,1
"210,000",1
"168,750",1
120-130,2
"549,571",1
"110,000",6
piddl,1
"92,475",1
"2,242",1
bounc,15
hike,42
moder,29
re-stimul,1
"19,550",1
bullishli,1
"145,825",1
soggi,1
"2,027",1
half-hour,3
"2,355",1
drawdown,2
accumul,15
investori,1
vat,2
workabl,1
harmless,8
wheelchair,3
chick,4
paw,3
non-tariff,7
a.i,2
a.i.,2
115,10
186,5
2.70-1/2,1
140-150,2
138,2
zhu,11
rongji,8
2.68,3
green,33
corn-grow,1
taker,6
9.265,1
fernandez,5
jianchang,2
peru,11
36.4,5
mariano,2
peng,26
yi,8
wu,13
grape,3
16.5,3
foot-and-mouth,2
"435,000",2
wine,15
closest,2
2.512,2
7.85,2
chilean,4
qian,33
four-day,4
qichen,33
2843-6352,1
two-man,2
sanitari,1
ceroil,2
on-go,4
hold-up,4
embassi,37
reddington,1
taint,7
thirti,5
velogen,6
confin,4
parakeet,1
missouri,12
explanatori,1
parrot,2
flu,4
pineappl,1
strive,12
trace,9
psittaciform,1
schumach,2
budgerigar,1
oklahoma,11
macaw,1
destruct,14
newcastl,23
gu,7
necessit,1
deadli,8
vvnd,6
contradict,8
viscerotrop,6
misplac,1
fool,2
228.6,1
undercut,12
2.61-3/4,1
175-180,1
hand-to-mouth,2
inclus,6
115-120,1
tacit,1
exploratori,5
3-1/2,5
nonsens,6
yaik,1
"1,180",1
"7,552",1
capita,6
473.33,1
proof,17
rbd,1
nil,1
"6,500",6
lim,1
fri,3
keng,1
lb,2
910,2
knee-jerk,5
short-cov,3
"582,000",3
26.9,6
35.2,1
overbuy,1
edibl,1
807,1
783,3
noodl,2
november/decemb,2
riggit,1
"6,700",1
"7,500",5
ringgit,1
malaysian,4
olein,1
roundup,8
picket,12
pest,4
bio-engin,2
insect-resist,2
genetically-alt,2
24.8,5
chan,36
killer,6
pest-resist,2
widely-us,4
furor,3
co-op,4
greenpeac,4
user-group,2
monsanto,10
insect,5
insecticid,6
clement,4
90-,1
asturiana,1
"1,020",1
1990.,24
"1,069",1
"881,600",1
soro,4
"1,054",1
"153,660",1
"1,064/",1
1.05,20
"142,800",1
"19,165",1
"1,120",1
hx,1
nearer,12
16.7,4
"900,000",10
"1,084",1
"465,700",1
75-,1
zinc-rel,1
less-virul,4
tyson,4
cormor,2
ottawa,8
tit-for-tat,7
128-member,2
symptom,8
epidem,5
ministeri,15
mistaken,4
simmon,1
mutat,2
23-ton,1
infect,17
ate,5
misunderstand,9
transship,7
fund-rais,4
treatment,60
ineffect,2
3.8,17
ealier,1
communist-rul,8
december/januari,1
new-crop,1
anniversari,24
47th,1
2.10,8
october/novemb,1
earliest,19
290,11
protein,5
cocoon,1
vessel,8
246.20,1
monk,17
havana,1
lip,3
"4,500",3
smack,2
march-may,1
falter,13
thai,10
"4,400",3
inbal,1
cuban,2
"3,650",1
"4,700",1
530,7
300-400,1
"120,00",1
"500,000-tonn",1
lamaseri,3
monasteri,10
daryl,2
ho,6
near-halt,1
tick,10
overstaf,3
baotou,1
mid-1996,2
classic,15
re-stock,1
over-employ,1
under-perform,2
de-stock,2
filter,8
anyway,12
1992/93,2
mongolia,4
10.2,19
unemploy,27
23-tonn,1
contagi,1
"2,162/64",1
dribbl,1
austriana,1
"1,667",1
abuzz,1
pond,7
"1,526",1
glassi,1
80-85,1
hainan,5
cataton,1
"523,925",1
half-heart,1
"13,480",1
"2,120",1
thrive,11
dye-cast,1
pli,2
"3,050",1
"1,048",1
pray,3
extrud,1
small-tim,1
unavail,12
stipul,3
stung,3
263,6
responsibl,1
re-inspect,1
6.70,2
rebel,54
contractu,2
reinspect,1
ostens,2
bug,7
washed-out,1
tenterhook,2
coloni,125
re-examin,3
magnat,31
bless,16
ourselv,23
politicis,3
pragmat,11
post-1997,14
shenzhen,58
country-two,1
patten,61
tung,58
grievanc,6
206,10
elderli,12
400-member,19
59,15
undemocrat,13
downplay,4
sake,8
capitalist,40
320,17
chee-hwa,58
unrepres,1
foregon,5
jurisidict,1
yoke,1
shanghai-born,5
toler,14
lectur,7
wildfowl,1
augur,5
ray,13
contrari,9
shroud,3
miyamoto,1
vanish,13
two-week,4
fact-find,2
60-65,1
"961,450",1
rock-bottom,2
"35,000",8
"1,337",1
stuck,8
30-70,1
firmer,22
2-1/2-year,1
nearbi,25
shantou,2
distress,11
somewhat,35
uncertaini,2
annum,13
wagon,7
tranfer,2
stena,5
150-200,1
price-war,2
86-1/2penc,1
centim,2
544,4
heavier,11
broe,10
52-year,1
buckl,4
swedish,16
clearanc,18
p,16
emot,17
cut-throat,7
newsworthi,2
horrid,2
overst,9
80.84,1
trefor,4
reassert,3
admittedli,3
ex-chairman,5
80.8,3
do-it-yourself,8
wick,6
bubb,2
meespierson,2
llewellyn,4
uncov,10
hoskin,2
1=.6309,3
sand,10
brentano,3
"485,000",4
sweetbaum,4
debt-to-equ,6
234.9,1
dread,3
changeov,6
perturb,2
5427717,8
245.4,2
9.8,9
wolseley,2
uptick,3
tinker,6
redland,1
rmc,2
edna,1
fernand,6
overstat,5
discrep,8
caradon,2
three-and-a-half,1
shortlist,8
linklat,2
squad,14
no-on,5
micra,1
internaiton,1
nissan,5
circumspect,5
almeira,1
thrash,4
gibson,8
primera,1
develo,1
viewpoint,5
hanson,21
grosvenor,1
silli,4
gareth,9
imperi,48
electrosystem,1
plumley,1
leland,1
fighter,25
jet,51
f18,1
777,24
railway,26
virgin,22
2002.,6
eurostar,12
refurbish,9
61.1,2
diesel,14
thameslink,3
brussel,11
cola,8
rebrand,4
127,6
lcr,4
clinch,20
whitehorn,4
189.6,1
419.7,1
842,4
213.2,1
branson,14
112.9,2
wale,23
own-label,5
181.3,2
crosscountri,4
nationalis,3
15-year,12
hst,4
gatwick,8
16.9,3
85.62,1
dimiss,1
glimmer,2
apport,2
watt,5
refere,4
disillus,2
downbeat,3
inescap,1
resent,6
nh,1
pfi,4
recess,22
amec,4
out-of-the-room,1
saddl,9
horam,1
dorrel,1
assent,4
8.9,8
142.,1
comparable-stor,3
relist,2
export-l,2
brunt,3
khan,2
195,9
cigar,5
backlash,10
asia-pacif,35
348,3
turnbul,18
538.9,1
zafar,2
castella,2
superk,2
general,35
"23,000",5
zenit,3
goven,2
640,7
kavaern,1
land-bas,6
svein,3
rsc-energia,3
npo-yuzhnoy,3
drawn,46
russian-mad,2
"10,600",2
stavang,3
rocket,20
johnsen,3
launcher,8
contractor,35
kvaerner,12
systems/lorel,2
rig,5
lit,1
nottingham,5
under-estim,1
gallah,2
overh,10
dawn,9
sizabl,5
sheffield,3
truer,1
1=.6050,5
bats.l,1
438,2
roller,7
chain-smok,3
head-on,4
sharepric,6
undervalu,24
multi-prong,1
lick,3
unflavour,1
brit,5
onward,5
coaster,2
wee,1
bolt-on,5
stagecoach,3
strathclyd,3
cochran,3
bu,17
buse,6
keith,17
588,2
soon-to-b,4
rebuff,3
predatori,1
worthless,2
poison,12
damp,5
scm,3
millennium,14
episod,10
landuyt,3
193,3
disgust,4
3.12,2
1=.6415,1
quantum,7
pare,10
destock,2
post-demerg,3
glidco,2
vicker,2
cowi,3
1159,1
mod,1
frontlin,3
gkn,3
forklift,1
no-go,1
blower,1
emphat,2
372-3/4p,1
seric,1
feed-through,1
494.,1
austria,4
sacr,2
387,1
fallback,1
mainland,69
4.31,3
webster,1
242.9,1
9.80,1
1045,1
10.35,1
lumber,6
3.78,1
arc,3
hippi,3
out-of-town,3
ecolog,2
knock-on,4
newburi,2
elv,2
terror,11
demo,2
intang,3
road-build,2
protestor,3
cryptic,2
eco-terror,2
eddi,4
home-mad,4
m3,2
quarri,3
tarmac,4
stagnant,7
codenam,4
lovel,7
razor-thin,2
bizarr,6
tangibl,10
berkshir,2
leaflet,3
warfar,7
underground,16
twyford,2
costain,3
ragbag,1
3-4,4
peac,56
earth,13
13.5,13
79,14
34.6,2
128,17
leapt,4
porterbrook,2
porterbook,2
198.8,2
189.2,2
232.2,2
1350,2
souter,2
fivefold,2
scottish-bas,2
411.5,2
sister,21
629,2
hannah,3
21.7,8
405,3
29.0,2
396p,2
swebu,2
envisag,10
7.9,8
spie,3
"28,000",3
1=.6298,5
batignol,3
revitalis,9
unquantifi,2
1=5.211,1
3.26,7
foresaw,1
2.04,7
1994/95,26
equilibrium,2
offshoot,11
wish-list,1
pre-elect,5
glover,1
crumb,1
red-tap,2
disturb,11
anglo-u.s.,2
234p,1
axe,6
victor,6
200.2,1
starter,1
aftermarket,2
thirteen,4
autocompon,1
variti,2
speeded-up,3
non-cash,4
lucasvar,4
luca,2
brake,21
20002.,1
entrepreur,1
milliong,1
pe,3
20-30,6
1=.6458,1
159,3
1033,1
2.03,1
164,8
187,3
3.14,2
homemad,1
three-four,1
grab,25
shuttl,15
mmc,13
1300,11
589,2
duo,2
explan,9
126,8
sweden,23
unnecessari,6
lang,18
referr,8
sealink,1
swift,11
28.50,1
short-sea,1
unfortun,18
interc,3
halstead,1
narrowest,1
link-up,12
govan,2
rescu,24
sneak,4
quest,15
detent,31
horizont,8
french-l,2
take-off,10
alpha,5
emiss,5
blast-proof,1
sea-born,1
nasa,2
583.2,2
in-built,1
conceiv,6
0.600,1
world-first,2
preview,8
lift-off,3
joke,12
supertank,2
firebal,1
piper,18
sideway,3
u.s..,2
button,5
fiction,5
pane,1
arian,3
evacu,10
rash,14
wrecker,2
larger-s,2
1=.6069,3
dual,14
squander,2
cash.,2
-like,2
scrutinis,1
1.28,7
brigad,3
polystyren,2
choke,2
frattini,2
7.65,1
injur,26
overhead,14
le,26
4-1/2,3
indefinit,4
powerlin,2
rear,11
flammabl,1
1=.5970,6
blow-torch,2
pre-holiday,2
full-valu,1
poison-pil,1
1.87,5
6.90,1
317.2,1
333.3,1
76.28,1
22.6,5
389.3,1
48.6,1
679.0,1
56.3,2
first-half,27
"838,222",1
162.6,1
8:50,1
9.2,7
6.63,1
10.54,1
25.1,5
214.6,1
a.m.,23
akira,1
jitsugyo,1
950,9
1=.5940,4
zovirax,1
hiroshi,3
30.7,2
596,6
nihon,3
275.3,1
glaxo,8
herp,1
buy-out,4
asthma,8
1=111.5,1
post-tax,1
valtrex,1
354,5
nippon,32
wellcom,8
respiratori,2
shin,1
lieu,1
konishi,1
"10,600-ton",1
off-shor,1
blastoff,1
seaborn,1
takeoff,5
rebuilt,2
systems/lor,1
blastproof,1
liftoff,2
refut,4
constract,1
75th,1
brighten,3
woodrow,1
1=.5994,8
depth,11
four-busi,1
wind,33
42.37,1
downsiz,1
parson,1
greenham,1
uncomfort,4
3000,3
soccer,13
7.68,3
inflamm,3
deem,16
88,19
calai,1
602-1/2p,1
engulf,3
mcallist,2
hangov,3
bitten,1
guzzl,1
carmak,11
feeling-not-so-good,2
acknowleg,3
recessionari,2
cure,8
5.0,10
wrap,21
priavatis,1
tempt,14
birmingham-bas,2
4.75,6
four-wheel,1
1=.6317,3
states.s.,1
astra,4
vauxhal,4
drum,7
hasselku,1
dr,5
ellesmer,3
gizmo,2
rover,6
glitz,1
bmw,3
45.0,3
ft-all,1
1=.5941,2
christian,37
aggreko,2
master,16
edinburgh-bas,1
383.1,1
332.,1
51.6,1
salvesen,2
253,7
345.9,1
327-1/2,1
uap,2
late-teen,1
91-1/2,1
334,2
77-1/2,1
14.4,5
belittl,1
1=5.190,2
1=.5990,2
mid-,2
u.s.-anglo,1
217,7
post-divest,1
low-yield,1
chemcial,1
twenti,4
1.59,4
sydney-bas,32
1.545,2
9373-1813,2
6.97,2
320-330,3
2.24,2
shave,11
barcep,9
0240,1
poorer,6
283,5
highest-gross,2
308,3
1.26,15
1.40,8
perfectli,7
sydney,81
61-2,60
18-percent,3
pre-abnorm,24
genr,4
549,4
overpow,3
1.58,6
foxtel,2
cup,28
ram,7
citizenship,6
espn,2
accross,1
216,3
40-percent,8
nfl,2
bskyb,35
50-percent,4
=u,7
batter,21
406,1
sharply-increas,1
tci,5
15-percent,2
.7900,1
australian-born,2
273,3
qanta,8
hack,3
harbison,3
ultilis,2
ward,11
melbourne-bas,16
9373-1800,30
ansett,9
perth-bas,2
us0.79,1
fray,4
linda,7
lyon,10
queensland,6
trump,7
westpac,14
6.85,1
nab,11
qidc,2
metway,2
wholly-own,10
8.30,1
8.55,4
bnp,8
sweeney,8
suncorp,2
7.30,3
scrip,3
3.55,3
woodchip,1
boral,1
73.7,1
timber,2
205.69,1
poorli,19
cottrel,1
4.94,1
89.15,1
205,7
happili,4
4.69,1
6.64,2
tenneco,2
paso,3
bleasel,1
carolyn,1
len,3
20-year,3
wife,30
whereev,1
botani,1
pti,14
tenneco-el,1
moomba,1
alis,1
csr,2
santo,6
1700,5
woodsid,7
cogener,4
agl,3
hewson,1
nortern,1
slick,5
bleak,8
58.4,2
cement,8
bathroom,2
27.23,2
0210,2
fibr,16
gypsum,1
913.9,1
sharemarket,7
brierley,2
53-a,1
decison,1
hardi,3
17.61,1
tax-break,1
showboat,4
pbl,3
gambler,5
houssel,1
harbour,17
punt,2
nsw,4
tax-concess,1
kerri,12
shc,1
6.35,2
high-rol,4
12-year,6
16.1,4
packer-hudson,1
melbourn,45
packer,11
kell,1
alcatel,20
telecommunictaion,1
fleur,1
aiia,1
wherea,20
alsthom,19
bayley,1
apec,7
9.6,7
mild,18
philippin,32
lbm,1
tin,6
pru-bach,3
guinea,15
titanium,1
quek,1
dioxid,1
108.57,1
sri,1
0.7920,2
lanka,1
timah,1
"41,500",1
5.94,1
png,5
986.39,1
bethwait,1
papua,16
ti02,1
85.99,1
comibol,1
short-list,1
tambang,1
rgc,1
bolivian,1
land-lock,1
capitialis,1
alien,6
8.1-percent,1
223,6
2.52,3
6.95,6
0.79,15
six-perc,1
brisban,10
fac,1
50-year,2
14.6-percent,1
minimis,6
579.3,1
moffatt,1
perth,4
yet-to-be-built,1
cater,4
78.1,2
fibre-c,1
babich,2
irrig,2
j.b.,4
fabian,2
26.6,1
abnom,1
31.4,3
mulholland,2
nickless,3
xavier,5
2.00,15
misnom,2
mayn,3
optu,5
finemor,2
nederland,4
ptt,10
mullholland,2
koninklijk,3
2.26,3
mid-1995,9
brambl,5
snare,4
merv,2
drummond,6
highland,12
alen,2
craig,6
coeur,2
liberal-n,3
accc,4
ampolex,4
mackay,3
placer,32
walli,10
1.78,6
shine,3
thirst,5
0.7960,2
effic,3
dome,38
peacock,2
normandi,2
10-day,3
7.00,2
bicycl,1
ms-do,1
msn,4
relaunch,8
42-year-old,1
centralis,5
millionair,1
mcneali,8
switkowski,2
luncheon,7
roll-out,7
lcoal,1
toughen,6
uneconom,1
pole,8
alston,2
above-ground,1
back-bench,1
aerial,4
zygmunt,2
telstra,3
vietnam,17
ba,18
26.3,4
over-optimist,2
uncompetit,19
neil,18
no-confid,6
compars,2
4.68,2
theatr,4
lennon,2
darwin,3
5.06,2
16.09,2
denmark,8
holyman,2
mismash,2
butcher,4
opportunti,2
15.03,2
thread,3
6.79,2
telcom,1
0435,1
laurenc,5
improb,1
chullora,1
anachronist,1
vice-versa,1
avers,4
2.69,6
oldest,6
suce,1
punish,33
87.4,1
top-rat,3
endeavour,6
25.50,3
timothi,9
tilt,9
poynton,3
nl,7
clyde,5
1.98,7
timor,4
non-oil,3
cultu,3
brisbane-bas,3
hartley,3
savag,10
petroz,3
crusad,18
mid-year,9
0.73,2
284,6
3.96,1
1.63,4
0.75,20
0430,1
irrespect,3
nymex,2
co-gener,2
1432.9,1
clam,1
9373,1
1459.5,1
1800,2
nickel/cobalt,2
orgin,3
newly-form,3
goddard,2
249.7,2
feud,10
0.7900,3
orogen,2
3.05,4
ramu,4
guinean,2
porfolio,4
316.1,2
copper/gold,4
276.8,2
frieda-nena,2
porgera,7
155.1,1
macquari,12
232.3,4
7.10,2
34.7,2
comalco,5
31.6,2
cra,4
connor,5
palmer,11
255,1
"1,479.0",1
43.9,4
ltd/rtz,1
806.9,1
softer,15
afif,1
airfreight,1
lowel,1
deder,1
surcharg,8
0.8000,1
hardest,18
honolulu,1
hale,7
proxim,4
u.s.-own,1
anglo-dutch,14
cor,2
mitsubishi,10
mitsui,6
gorgon,2
geoff,10
north-west,4
osaka,13
16.66,1
stand-alon,7
lng,2
liquefi,2
herkstrot,2
much-tout,2
10.99,1
scotalnd,1
2.20,3
foil,2
0420,1
4.47,1
140,18
one-sixth,3
newsrooom,1
392.60,1
doldrum,2
bach,1
immeasur,1
330.8,1
4.72,1
193.4,1
11.15,1
mcintosh,3
255-a,1
anz,8
260,6
0015,1
abnorn,1
4.06,2
pre-abnornm,1
156.6,1
cooney,1
272,3
4.30,2
sean,2
bia,10
fom,1
acclaim,2
93.17,1
brunei,2
151.7,2
76.07,1
counter-parti,2
21.3,10
13.4,13
232.69,1
0300,2
15.4,10
46.03,1
adequaci,7
190.21,1
satisfactorili,5
dissip,1
over-estim,1
gatekeep,2
showboat-leighton,1
australi,2
exponenti,2
daughter,21
65-year-old,1
beg,5
ambit,19
chisholm,7
anna,3
sank,13
sorri,2
13.0,1
bski,1
reservoir,4
eldest,7
impromptu,1
cowley,3
lachlan,4
lieuten,6
refinac,1
12-strong,1
shirtsleev,1
prudenc,3
dad,4
32-percent,1
10.27,1
thorni,12
tutorag,1
princeton,3
elisabeth,1
groom,3
sam,17
jacob,6
60.3,1
1.94,1
74.0,1
47.64,1
chalk,4
anounc,1
17.0,1
1.54,1
nena/frieda,2
kauler,2
opportunist,4
mop-up,1
succe,5
29.37,1
nickel-cobalt,2
1=u,4
willson,4
"940,000",1
non-gold,1
0.61,5
australian-list,1
amass,13
knock-back,1
lyric,3
carr,5
bottom-lin,6
bb,3
mid-octob,7
burswood,1
outskirt,9
big-bet,1
african-born,1
joss,4
australasia,3
malcolm,11
aud=u,1
mega-merg,6
12.8,7
7.36,1
swag,1
maloney,1
nbd,9
medium-to-larg,2
"783,000",1
wallac,5
col,1
inaugur,10
holidaymak,1
airfar,2
secretli,7
atc,1
ramif,5
797.3,1
tourism,9
14-billion,2
0.5,12
"849,000",1
742.1,1
"923,000",1
1.53,12
down-und,1
comair,1
eight-jet,1
four-year,12
2.103,1
231,4
ayl,4
unwis,4
liveri,2
1850,1
plough,9
jeopardis,12
500-a,1
1.35,20
goldfield,1
mim,1
frieda,1
queu,1
neglect,6
74,18
0150,2
26.,5
kidston,1
32.87,1
0235,1
9.76,1
373/50,1
mop,2
27.59,1
aa,2
kirk,5
greatest,24
venture-back,4
walden,4
62,18
scari,4
mcgovern,3
blister,7
exeed,2
seasonally-slow,2
internet-,1
atriend,2
deborah,4
checkpoint,5
newpap,1
kennedi,9
malevol,1
advent,2
stir,19
lax,7
understood,15
non-intrus,1
paranoid,2
660,9
co-author,7
outspoken,14
triant,2
intrus,5
"1,700",2
312,25
yellow,6
safer,5
274,3
mall,20
satan,1
visitor,12
authorit,2
precaut,4
sex,15
451,2
firewal,2
cia,2
infiltr,8
469,1
114.5,1
846,6
gurley,2
smash,17
parekh,4
5400,7
homer,2
47-7/8,1
10-7/8,1
sweetspot,1
abat,3
115.8,1
sweet,3
eclips,10
groupwar,5
zisman,1
blurri,1
gartner,10
inventor,3
deploy,17
vrml,2
paradigm,4
ampersand,2
bigbook,2
multi-play,2
contributor,9
three-dimension,6
mous,6
extranet,4
showdown,6
free-speech,2
sexual,13
fbi,9
lifelik,3
creator,3
rodent,2
germany-bas,2
metcalf,3
v-chip,8
charact,15
fly-ov,2
child,24
chew,3
bbn,2
pornographi,7
ver-mul,2
pointcast,6
ifus,4
vy,10
superhighway,3
vivek,2
marimba,5
tibco,2
pleasant,8
plumb,2
impract,6
ex,4
infoseek,3
burst,14
vie,9
computerlett,2
machina,2
cumbersom,4
barkat,2
poles,3
lyco,3
city-bas,5
ranad,2
backweb,2
browse-and-pul,2
eli,6
villag,28
lightning-fast,2
freefal,3
70.25,1
3.35,1
73.625,2
workstat,9
14-year-old,3
fndament,1
rueppel,1
ferman,1
workgroup,1
63.125,1
jay,17
ato,1
enemi,9
shade,4
2.42,1
witter,26
canepa,1
6.875,3
3.30,2
84.7,3
123.4,1
mulunovich,1
62.375,3
greed,6
birthplac,4
prestowitz,2
outweigh,7
stalwart,3
rodger,2
magnet,6
insidi,3
obsess,6
doerr,4
cypress,2
levitt,3
sleazi,2
shark,2
anti-211,4
frivol,5
million-plu,2
t.j.,2
propon,8
business-l,2
porn,2
faxsimil,2
bois,3
canon,6
user-friendli,4
idaho,3
fennel,2
hp,3
mopier,3
laserjet,3
scanner,4
megabyt,6
mopi,2
photocopi,2
recently-unveil,2
laser,4
workplac,3
"9,549",2
5si,3
24-page,2
50.4,2
407,6
in-hous,6
178.3,2
522,4
starfir,2
470,8
rimer,2
significd,2
80.7,2
"175,000",4
44.875,4
landmark,27
23.3,6
indirect,17
proud,10
frenzi,4
25th,4
lake,15
southerland,1
1971,6
visual,7
2011,3
flythrough,1
sputter,2
surround-sound,1
mip,2
finit,1
theater-lik,1
transistor,3
salt,8
eyebal,2
stereo,2
television-lik,4
10-year-old,2
pariti,16
zander,3
workshop,4
netra,1
kiosk,3
under-desk,1
"7,695",1
javasoft,4
fixed-funct,1
ftd,1
fully-configur,1
fruition,1
javast,4
"11,900",1
speedway,1
sunsoft,1
ice-t,1
"35,700",1
hotjava,1
television-bas,1
ubiquit,2
reasearch,1
perlman,2
granni,1
beaus,3
webtv,5
xmp-48,1
cia-class,1
usweb,1
uncrack,1
sombedi,1
deadlock,4
fast-sel,1
unduli,2
supercomput,3
explicitli,2
wood-panel,1
bubba,1
mansion,2
countertop,1
tournament,15
aristo,1
coin-oper,1
swipe,2
teamnet,1
jukebox,1
1976.,1
touchnet,1
mouli,1
atari,2
billiard,1
streak,7
taiwanes,17
touch-screen,1
musicnet,1
coin,3
propriet,1
nolan,1
bushnel,1
211.,2
wide-scal,3
3-1,2
kleiner,2
mobilis,8
relish,3
feeder,4
fast-chang,7
narrowli,11
jackal,2
perkin,5
naiv,2
118.75,2
byer,2
144.50,2
grass-root,2
carrion,2
lerach,2
caufield,2
mckinley,1
lookup,1
hotly-competit,1
raptor,1
q3,7
0.05,9
comm,5
bertelsmann,2
0.23,3
estimates/compar,1
0.03,3
0.35,13
harmon,5
0.29,5
spyglass,1
scurri,3
0.49,1
subgroup,1
0.08,5
*consensu,1
reuters.com,4
longer-term,7
mecklermedia,3
qtr,7
